Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage,403,0,124000.0,109574.49739596022,4033.64550400147,191081.61825299976,4932.937965260546,1.34960104648407,0.0,124000,145000,148000,151000,154000,155000,177000,183000,191000,191000,191000
,Aggregated,403,0,124000.0,109574.49739596022,4033.64550400147,191081.61825299976,4932.937965260546,1.34960104648407,0.0,124000,145000,148000,151000,154000,155000,177000,183000,191000,191000,191000
